id,nama,perusahaan,jenis_pestisida,no_registrasi,tgl_terbit,tgl_berakhir
6816,"KINGKONG 0,026 MC",MENARA LAUT BERSATU,Pestisida Rumah Tangga,06080120186200,2024-03-05,2029-03-05
6817,sortie 30/6 WP,MAJU MAKMUR UTOMO,Fungisida,01020120114089,2021-10-12,2026-10-12
6818,BLOCKADE 100 EC,BUMI MAKMUR LESTARI UTAMA,Bahan pengawet kayu,04110120103613,2025-02-17,2030-02-17
6819,FLUOPYRAM 97 TC,INDO-SINO AGROCHEMICAL,Fungisida,042021948,2026-07-16,2031-07-16
6820,JOSSTAR 300/100 SL,TANI MEDIA,Herbisida,01030120248501,2024-11-18,2029-11-18
6821,GAMAXXONE 276 SL*,BESTANI AGRO SEJAHTERA,Herbisida,01030120227407,2022-10-04,2027-10-04
6822,APHISTAR 150/100 OD,SUNJOY AGRO INDONESIA,Insektisida,01010120237727,2023-04-26,2028-04-26
6823,VIERI 480 SL,SANBRAND AGRO SEJAHTERA,Herbisida,01030120227478,2022-10-04,2027-10-04
6824,PROMOTREL 110 PA,TIGA MUARA EMAS MAKMUR,Zat Pengatur Tumbuh Tanaman,01040120134608,2022-12-05,2027-12-05
6825,SIANTRAM 400/100 SL,SATYA ALAM SEMESTA,Insektisida,01010120206981,2025-09-26,2030-09-26
6826,"Baygon 1,79 VP",JOHNSON HOME HYGIENE PRODUCTS,Pestisida Rumah Tangga,06080120248576,2025-02-17,2030-02-17
6827,SATYAZEB 80 WP,SATYA ALAM SEMESTA,Fungisida,01020120248424,2024-09-19,2029-09-19
6828,IPA GLIFOSAT 62 TC,DHARMA GUNA WIBAWA,Herbisida,042008223,2026-04-20,2031-04-20
6829,Coopex 1 DP,DISCOVERY ENVIRONMENTAL SCIENCE INDONESIA,Insektisida,032024553,2024-09-19,2029-09-19
6830,JA-PUNG 490 SL,SUMBER AGRO PERKASA,Herbisida,01030120269391,2026-04-20,2031-04-20
6831,"SKYWALK 64/3,9 WG",CATUR AGRODAYA MANDIRI,Fungisida,01020120217175,2026-04-20,2031-04-20
6832,ABA 865 SL,BAHTERA BONIAGA LESTARI,Herbisida,01030120062198,2022-01-19,2027-01-19
6833,EXIGUA 50/100 EC,Agro Bumi Timur,Insektisida,01010120258769,2025-07-11,2030-07-11
6834,XING UP 400 SL,ADIL MAKMUR FAJAR,Herbisida,01030120259152,2025-11-13,2030-11-13
6835,ANDRE 55 WG,SANTANI AGRO MANDIRI,Insektisida,01010120227381,2022-10-04,2027-10-04
6836,KRESNADAN 3 GR,SARI KRESNA KIMIA,Insektisida,01010120124370,2025-11-13,2030-11-13
6837,SINTROP 80 WG,RAINBOW AGROSCIENCES,Insektisida,01010120165459,2026-01-20,2031-01-20
6838,MICROTHIOL 80 WG,CROP CARE INDONESIA,Fungisida,01020120041985,2023-08-28,2028-08-28
6839,ZHAVITRON 20 WP,FORAGRO MITRA SEJATI,Herbisida,01030120186166,2023-04-26,2028-04-26
6840,PEGASUS 500 SC,SYNGENTA INDONESIA,Insektisida,01010119921031,2025-09-26,2030-09-26
6841,TRONTON 50 EC,BAHTERA BONIAGA LESTARI,Insektisida,01010120175809,2022-12-05,2027-12-05
6842,ATRADEX 500/50 SC,NUFARM INDONESIA,Herbisida,01030120175670,2025-11-13,2030-11-13
6843,ABAMECTIN 95 TC,MULTI SARANA INDOTANI,Insektisida,0420231244,2024-03-05,2029-03-05
6844,ASTANA 60 WP,SINAR GENERAL INDUSTRIES,Moluskisida,01050120248357,2024-09-19,2029-09-19
6845,ROZA XTRA 550/60 EC,AGRO NATURAL TECHNOLOGY,Insektisida,01010120196298,2024-08-09,2029-08-09
6846,AUDIT 486 SL,SURAT TANI,Herbisida,01030120031863,2024-03-05,2029-03-05
6847,RON-GOLD 10 WP,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Herbisida,01030120237805,2023-04-26,2028-04-26
6848,AZOSTAR 250 SC,FARMCO KIMIA,Fungisida,01020120124344,2023-08-28,2028-08-28
6849,INSTA DUO 120/100 SL,MAXXI AGRI INDONESIA,Herbisida,01030120259078,2025-11-13,2030-11-13
6850,PROTON 50 SC,SARI KRESNA KIMIA,Insektisida,01010120269629,2026-07-16,2031-07-16
6851,MAXPROL 250 SC,SUMANS MANDIRI SEJAHTERA,Zat Pengatur Tumbuh Tanaman,01040120227674,2023-02-08,2028-02-08
6852,PYRACLOSTROBIN 98 TC,KHARISMA AGRI WIJAYA,Fungisida,0420251463,2026-01-20,2031-01-20
6853,IMIDACLOPRID 97 TC,SAMUDRA UTAMA NARAPATI,Insektisida,042020887,2026-04-20,2031-04-20
6854,CHLORANTRANILIPROLE 96 TC,KHARISMA AGRI WIJAYA,Insektisida,0420251410,2025-11-13,2030-11-13
6855,PARAPLUS 135 SL,BERSAMA SATU TEGUH,Herbisida,01030120227568,2022-12-05,2027-12-05
6856,PHOSCORMITE 18 EC,CATUR AGRODAYA MANDIRI,Insektisida,01010120103645,2024-09-19,2029-09-19
6857,BRASITOX 6 GR,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Moluskisida,01050120206907,2025-09-26,2030-09-26
6858,GLIOTRI WP,PRIMA BERKAH NUSANTARA,Fungisida,01020120206925,2026-01-20,2031-01-20
6859,PLENARIS 200 FS,SYNGENTA INDONESIA,Fungisida,01020120196377,2024-08-09,2029-08-09
6860,PILARMD 250 CS,PILARQUIM AGROSCIENCE INDONESIA,Insektisida,01010120217076,2025-11-13,2030-11-13
6861,MAGUS 325 SC,AGRO GUNA MAKMUR,Fungisida,01020120175770,2022-12-05,2027-12-05
6862,FAMDATRIN 50 EC,INDO-SINO AGROCHEMICAL,Insektisida,01010120124356,2022-10-04,2027-10-04
6863,ACTICIDE MKI 2,JAYA WARINDO ABADI,Fungisida,0420251466,2026-01-20,2031-01-20
6864,COSTA 138 SL,SYNAGRO PERKASA,Herbisida,01030120248466,2024-11-18,2029-11-18
6865,TANIUP 480 SL,TANI MAS SUBUR,Herbisida,01030120031936,2024-08-09,2029-08-09
6866,HIT 0.18 AE,GODREJ CONSUMER PRODUCTS INDONESIA,Pestisida Rumah Tangga,06080120238137,2024-03-05,2029-03-05
6867,LINE UP 480 SL,CV. AGRO MULIA,Herbisida,01030120227327,2022-06-27,2027-06-27
6868,GM READY 480 SL,SINAR GENERAL INDUSTRIES,Herbisida,01030120217135,2026-07-16,2031-07-16
6869,INTERPRID 200 SL,UNI AGRO CHEMICA,Insektisida,01010120072764,2023-02-08,2028-02-08
6870,BIOBAN™ P-1487 Antimicrobial Agent,BLUE CUBE INDONESIA,Pestisida lain-lain,042018610,2024-03-04,2029-03-04
6871,PURMAX 50 EC,KINGAGROOT BIOTECHNOLOGY INDONESIA,Herbisida,01030120269452,2026-04-20,2031-04-20
6872,METASOL TK-25 AD,BLUE CUBE INDONESIA,Pestisida lain-lain,0420251472,2026-01-20,2031-01-20
6873,TOXEDOWN 150 EC,DELTA CHEMICA,Insektisida,01010120186088,2023-04-26,2028-04-26
6874,KRESTOMIL 40 SP,SARI KRESNA KIMIA,Insektisida,01010120206935,2025-11-13,2030-11-13
6875,LALANGTOP 155 SL,TIGA MUARA EMAS MAKMUR,Herbisida,01030120269408,2026-04-20,2031-04-20
6876,HIT 0.15 STICK FU,GODREJ CONSUMER PRODUCTS INDONESIA,Pestisida Rumah Tangga,06080120206835,2025-09-26,2030-09-26
6877,BINTANG GOLD 55 EC,CV. SAKASAKI INDONESIA,Insektisida,01010120196507,2024-11-18,2029-11-18
6878,CYPERMETHRIN 92 TC,FOCUSINDO ASIA PACIFIC,Insektisida,0420231224,2024-03-04,2029-03-04
6879,TRENDY 20 WG,DELTA GIRI WACANA,Herbisida,01030120072693,2024-03-05,2029-03-05
6880,"PILGROW 2,5 TB",CV PLANET AGRONUSA,Zat Pengatur Tumbuh Tanaman,01040120248675,2025-02-17,2030-02-17
6881,LIDER 20/100 EW,ALISHAN NUSA INDAH,Insektisida,01010120248824,2025-07-11,2030-07-11
6882,TUNGTUNGJOS 276 SL*,SUMBER AGRO PERKASA,Herbisida,01030120269493,2026-04-20,2031-04-20
6883,LASNIU 25 EC,NIROGA SUMBER SEJAHTERA,Pestisida Pengendalian Vektor Penyakit Pada Manusia,06090120238150,2024-03-05,2029-03-05
6884,PYRATOP 481 SL,SINAR GENERAL INDUSTRIES,Herbisida,01030120155217,2024-09-19,2029-09-19
6885,AKKOP 250 SC,ADVANSIA INDOTANI,Bakterisida,01060120186167,2024-03-05,2029-03-05
6886,ALFAQWT 14 PA,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Zat Pengatur Tumbuh Tanaman,01040120269511,2026-07-16,2031-07-16
6887,KASEN 65 WP,SARI KIMIA UNGGUL,Moluskisida,01050120206633,2025-07-11,2030-07-11
6888,CBASTAR 350/150 SL,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Herbisida,01030120259186,2026-01-20,2031-01-20
6889,METIL METSULFURON 95 TC,MITRA KREASIDHARMA,Herbisida,042016370,2025-11-13,2030-11-13
6890,"Baygon 0,161 AE",JOHNSON HOME HYGIENE PRODUCTS,Pestisida Rumah Tangga,06080120083249,2023-04-26,2028-04-26
6891,mago SC,TANAMAN MAKMUR MANDIRI,Fungisida,01020120227552,2022-12-05,2027-12-05
6892,NOGULMA NEO 480/50 SC,MAXXI AGRI INDONESIA,Herbisida,01030120259097,2025-11-13,2030-11-13
6893,RIDAFOS 550/50 EC,DA MING INDONESIA,Insektisida,01010120217172,2021-10-12,2026-10-12
6894,P. MEC 36 EC,SINERGI CHEM INDONESIA,Insektisida,01010120165526,2026-01-20,2031-01-20
6895,Microcare ITL,MARGA DWI KENCANA,Pestisida lain-lain,0420241371,2025-02-17,2030-02-17
6896,NEFOS 4/12/29 WP,BIOTIS AGRINDO,Fungisida,01020120052298,2024-09-19,2029-09-19
6897,SYCAMORE 722 SL,SURYA AGROKEMINDO PERKASA,Fungisida,01020120227705,2023-02-08,2028-02-08
6898,AMIGO 865 SL,SARI KRESNA KIMIA,Herbisida,01030120175860,2026-07-16,2031-07-16
6899,REMAZOLE-P 490 EC,ROYAL AGRO INDONESIA,Fungisida,01020120083098,2023-04-26,2028-04-26
6900,DOLPHIN 55 WP,TIGA MUARA EMAS MAKMUR,Fungisida,01020120196428,2024-03-05,2029-03-05
6901,BOTAS 276 SL,SANTANI AGRO MANDIRI,Herbisida,01030120238108,2024-03-05,2029-03-05
6902,DYNOMEC 36 EC,JATI EMAS UNGGUL,Insektisida,01010120165504,2026-01-20,2031-01-20
6903,Proxel 108,IMCD INDONESIA,Bakterisida,0420221086,2022-12-05,2027-12-05
6904,BLEDOS 150/50 SL,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Herbisida,01030120259179,2026-01-20,2031-01-20
6905,HIT MAGIC 0.115 FU,GODREJ CONSUMER PRODUCTS INDONESIA,Pestisida Rumah Tangga,06080120227666,2023-03-08,2028-03-08
6906,PLUTON 30 WG,DELTA GIRI WACANA,Insektisida,01010120145069,2024-09-19,2029-09-19
6907,OXYFUZONE MAX 240/80 SC,AGRO TERRUM INDONESIA,Herbisida,01030120248668,2025-02-17,2030-02-17
6908,SCOTIN 100 EC,DUTA TANI,Insektisida,01010120237808,2023-04-26,2028-04-26
6909,"MOUSAKIL 0,075 RB",TANAMAN MAKMUR MANDIRI,Rodentisida,01120120248664,2025-02-17,2030-02-17
6910,AMMONIUM GLUFOSINATE 95 TC,NUSAMAS KIMIA PERSADA,Herbisida,0420241267,2024-08-09,2029-08-09
6911,FLUMA 40 EC,KINGAGROOT BIOTECHNOLOGY INDONESIA,Herbisida,01030120259059,2025-11-13,2030-11-13
6912,K-OTHRINE POLYZONE 62.5 SC,BAYER INDONESIA,Pestisida Pengendalian Vektor Penyakit Pada Manusia,06090120227548,2022-12-05,2027-12-05
6913,GANDEWA 500/50 SC,DELTA GIRI WACANA,Herbisida,01030120155230,2024-09-19,2029-09-19
6914,ATRANEX 90 WG,ROYAL AGRO INDONESIA,Herbisida,01030120134661,2023-08-28,2028-08-28
6915,DUSTER 200 SC,EXCEL MEG INDO,Fungisida,01020120165609,2025-11-13,2030-11-13
6916,Innosei ® PSB,TRITUNGGAL ARTHAMAKMUR,Bakterisida,0420231238,2024-03-04,2029-03-04
6917,XK 688 SL,ALBAUGH AGRO INDONESIA,Herbisida,01030120259015,2025-09-26,2030-09-26
6918,BIMARON 80 WP,CROP CARE INDONESIA,Herbisida,01030119931078,2024-03-05,2029-03-05
6919,LIVANTO 100 EC,DALZON CHEMICALS INDONESIA,Herbisida,01030120175769,2022-12-05,2027-12-05
6920,IR3535,AZELIS INDONESIA DISTRIBUSI,Insektisida,0420251390,2025-07-11,2030-07-11
6921,Proxel CMC,IMCD INDONESIA,Bakterisida,0420221082,2022-12-05,2027-12-05
6922,LONGER 75 WP,MASCO AGRI GENETICS,Fungisida,01020120134694,2023-08-28,2028-08-28
6923,SATYAPRO 288 SL*,SATYA ALAM SEMESTA,Herbisida,01030120196477,2024-08-09,2029-08-09
6924,BROMATAN 0.005 RB,TANGGUH AGRO NUSA INDONESIA,Rodentisida,01120120248586,2025-02-17,2030-02-17
6925,BiojoyoLarv SC,BIOJOYO TEKNOLOGI INDUSTRI,Pestisida Pengendalian Vektor Penyakit Pada Manusia,06090120237974,2024-03-04,2029-03-04
6926,POINTER 276 SL,DALZON CHEMICALS INDONESIA,Herbisida,01030120062184,2026-01-20,2031-01-20
6927,ACHLOR 4/36 WP,ADVANSIA INDOTANI,Herbisida,01030120217187,2026-07-16,2031-07-16
6928,KLIMAX 20 EC,PT. FORTUNA MULIA SEJATI,Insektisida,01010120031895,2025-11-13,2030-11-13
6929,ANCIN 50 WP,DELTAGRO MULIA SEJATI,Insektisida,01010120011570,2025-07-11,2030-07-11
6930,TOPIDA 25 WP,SINAR GENERAL INDUSTRIES,Insektisida,01010120114179,2022-01-14,2027-01-14
6931,AMONIUM GLUFOSINAT 95 TC,MULTI AGRO JAYA UTAMA,Herbisida,0420221044,2022-10-04,2027-10-04
6932,JORJIA 400/50 EC,INDOIN BUSINESS GROUP,Insektisida,01010120227544,2022-12-05,2027-12-05
6933,PAMUNGKAS 490 SL,INDO HOECHST,Herbisida,01030120124311,2022-06-27,2027-06-27
6934,Spider 200 EC,MAJU MAKMUR UTOMO,Insektisida,01010120175874,2022-12-05,2027-12-05
6935,THIOFAST 125/300 SE,BAHTERA BONIAGA LESTARI,Fungisida,01020120269674,2026-07-16,2031-07-16
6936,BAKOMAX 360 EC,AGRICULTURE CONSTRUCTION,Zat Pengatur Tumbuh Tanaman,01040120227280,2022-06-27,2027-06-27
6937,PASMATOON 865 SL,GLOBAL AGROTAMA INDONESIA,Herbisida,01030120114123,2022-10-04,2027-10-04
6938,SUPRAMET 50 WP,MASCO AGRI GENETICS,Fungisida,01020120248428,2024-09-19,2029-09-19
6939,MITIGATE 18 EC,INDAGRO,Insektisida,01010120001519,2022-06-27,2027-06-27
6940,AMUR 155 SL,TIGA MUARA EMAS MAKMUR,Herbisida,01.03.01.2022.7487,2022-12-05,2027-12-05
6941,Azoxystrobin 98% TC.,SOLUSI TANI INDONESIA,Fungisida,0420231121,2023-04-26,2028-04-26
6942,ThriFleet 75/75 SC,KHARISMA AGRI WIJAYA,Insektisida,01010120269676,2026-07-16,2031-07-16
6943,CYCLOBUNOFEN 98 TC,KINGAGROOT BIOTECHNOLOGY INDONESIA,Fungisida,0420261479,2026-04-20,2031-04-20
6944,HIPOMEC 63 WP,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Insektisida,01010120175754,2022-06-27,2027-06-27
6945,CELVIN 63/5 WP,DELTA GIRI WACANA,Herbisida,01030120237740,2023-04-26,2028-04-26
6946,PACLOBUTRAZOL 95 TC,RAINBOW AGROSCIENCES,Zat Pengatur Tumbuh Tanaman,0420221027,2022-06-27,2027-06-27
6947,Damex 30 EC,JJM INDONESIA,Insektisida,01010120175746,2023-04-26,2028-04-26
6948,BOLDZ-UP 485 SL,SATYA AGRO INDONESIA,Herbisida,01030120155150,2024-09-19,2029-09-19
6949,CRYSOKILL WP,PRIMA AGRO TECH,Insektisida,01010120227511,2022-12-05,2027-12-05
6950,EMAKTIN 32 EC,YANNO AGRO SCIENCE INDONESIA,Insektisida,01010120227515,2022-12-05,2027-12-05
6951,EXIREL 100 SE,BINA GUNA KIMIA,Insektisida,032024572,2025-02-17,2030-02-17
6952,GOZEBLUE 82 WP,Agro Bumi Timur,Fungisida,01020120237759,2023-04-26,2028-04-26
6953,MEGACORN 260/20 OD,SOLO LOGO INDONESIA,Herbisida,01030120248660,2025-02-17,2030-02-17
6954,LANCER 75 SP,AGRO SEJAHTERA INDONESIA,Insektisida,01010120041979,2024-03-05,2029-03-05
6955,GLYPHOSATE 97 TC,DELTA GIRI WACANA,Herbisida,0420241361,2025-02-17,2030-02-17
6956,TAMULDOK 25 EC,TUNASHARAPAN MURNI,Insektisida,01010120083298,2024-03-05,2029-03-05
6957,SINARFURON 20 WG,SINAR GENERAL INDUSTRIES,Herbisida,01030120113998,2021-10-12,2026-10-12
6958,ANDALL MAX 720 SL,ANDALL HASA PRIMA,Herbisida,01030120248354,2024-09-19,2029-09-19
6959,MELYRA 200/200 SC,BASF INDONESIA,Fungisida,01020120227331,2022-06-27,2027-06-27
6960,"2,4-D Sodium Salt 95 TC",RAINBOW AGROSCIENCES,Herbisida,042020877,2025-11-13,2030-11-13
6961,SINOCLEAN 200 SL,MULTI AGRO JAYA UTAMA,Herbisida,01030120227583,2022-12-05,2027-12-05
6962,HYVAR 80 WP,SANOVA,Herbisida,0103011987793,2024-03-04,2029-03-04
6963,ACTICIDE MKX,JAYA WARINDO ABADI,Fungisida,0420231154,2023-04-26,2028-04-26
6964,SANFIDOR 200 SL,SANTANI AGRO PERKASA,Insektisida,01010120072977,2022-06-27,2027-06-27
6965,EDGE 500 SC,MASCO AGRI GENETICS,Fungisida,01020120258764,2025-07-11,2030-07-11
6966,UDRABIN 50/25 WG,AGRO JAYA INDONESIA,Fungisida,01020120259311,2026-01-20,2031-01-20
6967,GOSONG-KUAT 276 SL,AGRO JAYA INDUSTRI,Herbisida,01030120093319,2025-02-17,2030-02-17
6968,INTERCLOS 150/250 SC,INTER AGRO INDONESIA,Fungisida,01020120227541,2022-12-05,2027-12-05
6969,BESTHOMYL 40 SP,BIOTEK SARANA INDUSTRI,Insektisida,01010120185941,2023-08-28,2028-08-28
6970,RAJA LATEX PLUS 480 SL,LIVE ANGKASA,Zat Pengatur Tumbuh Tanaman,.04.01.2025.001037,2025-11-13,2030-11-13
6971,CLETHODIM 37 TK,INDO-SINO AGROCHEMICAL,Herbisida,0420221047,2022-10-04,2027-10-04
6972,IN-CHIPROZ 13/13 WP,INTER AGRO INDONESIA,Fungisida,01020120269578,2026-07-16,2031-07-16
6973,MOLLIENT 75 SP,FOCUSINDO ASIA PACIFIC,Insektisida,1010120124484,2022-06-27,2027-06-27
6974,"ASYIK 37,5/25 WG",ADVANSIA INDOTANI,Fungisida,01020120238100,2024-03-05,2029-03-05
6975,VAPE 12.0 LV,FUMAKILLA INDONESIA,Insektisida,06080120114008,2021-11-18,2026-11-18
6976,ROCK UP 480 SL,NATHANI CHEMICALS,Herbisida,01030120145093,2024-09-19,2029-09-19
6977,PRIMA-ZOL PLUS 100/200 SC,PRIMA KARYA BERJAYA,Fungisida,01020120227574,2022-12-05,2027-12-05
6978,"TOPAZ 0,05 GR",MAJU MAKMUR UTOMO,Pestisida Rumah Tangga,06080120196396,2024-11-18,2029-11-18
6979,DALOPIR 480 EC,DALZON CHEMICALS INDONESIA,Herbisida,01030120052256,2025-02-17,2030-02-17
6980,JAS-TRIN 100 EC,AGRO JAYA INDUSTRI,Insektisida,01010120248288,2024-08-09,2029-08-09
6981,NEBULA 100/100 SC,DELTA GIRI WACANA,Fungisida,01020120238165,2024-03-05,2029-03-05
6982,ALGOJO 200/10/15 OD,AGRICULTURE CONSTRUCTION,Herbisida,01030120258898,2025-09-26,2030-09-26
6983,ROCIMA 344 MICROBICIDE,BLUE CUBE INDONESIA,Pestisida lain-lain,0420251409,2025-09-26,2030-09-26
6984,BESULAR 400 SL,RAINBOW AGROSCIENCES,Zat Pengatur Tumbuh Tanaman,01040120259036,2025-11-13,2030-11-13
6985,PREGO 20 EC,DELTAGRO MULIA SEJATI,Insektisida,01010120031777,2026-01-20,2031-01-20
6986,ORYSTAR 290 SC,SINAR GENERAL INDUSTRIES,Zat Pengatur Tumbuh Tanaman,01040120206766,2025-07-11,2030-07-11
6987,ULATE 550 SL,PT. KENCANA AGRO GOLDENSIDA,Insektisida,01010120165469,2021-10-12,2026-10-12
6988,JOKI 400 SL,POLARCHEM,Insektisida,01010120083049,2022-10-04,2027-10-04
6989,ACCORA 100 EC,INTI EVERSPRING INDONESIA,Insektisida,01010120155323,2025-02-17,2030-02-17
6990,TOPRAMEZON 98 TC,WINHONOR CONSULTING INDONESIA,Herbisida,0420251384,2025-07-11,2030-07-11
6991,PRIMA-LIMA 555 SL,PRIMA KARYA BERJAYA,Herbisida,01030120196460,2024-08-09,2029-08-09
6992,UNICYTHRIN 50 EC,UNI AGRO CHEMICA,Insektisida,01010120134643,2023-04-26,2028-04-26
6993,SOLO 490 SL,REJEKI INDO AGROTEC,Herbisida,01030120124518,2023-02-08,2028-02-08
6994,LikaGrow 20/5 WP,KOIN TUNGGAL JAYA,Zat Pengatur Tumbuh Tanaman,01040120227673,2023-02-08,2028-02-08
6995,EFFORT 45 WP,DELTA GIRI WACANA,Moluskisida,01050120258765,2025-07-11,2030-07-11
6996,KAYARIS 500/55 SC,SARI KRESNA KIMIA,Herbisida,01030120196451,2024-08-09,2029-08-09
6997,"ATOMON 22,43 SL",SANTANI AGRO PERKASA,Zat Pengatur Tumbuh Tanaman,01040120144956,2024-03-05,2029-03-05
6998,GLIFOSAT 95 TC,BIOTIS AGRINDO,Herbisida,042007220,2022-10-04,2027-10-04
6999,KRESNA 400 SL,SARI KRESNA KIMIA,Herbisida,01030120062437,2025-09-26,2030-09-26
7000,FUSCO 400 EC,DHARMA GUNA WIBAWA,Insektisida,01010120124461,2022-06-27,2027-06-27
7001,BAKTI 307 EC,KENSO INDONESIA,Fungisida,01020120144927,2024-08-09,2029-08-09
7002,BETA CYFLUTHRIN 95 TC,MULTI SARANA INDOTANI,Insektisida,0420231122,2023-04-26,2028-04-26
7003,RAFAT 75 SP,Agro Bumi Timur,Insektisida,01010120258985,2025-09-26,2030-09-26
7004,ALFATOX 50 EC,AGRO GUNA MAKMUR,Insektisida,01010120031896,2024-03-05,2029-03-05
7005,SKIN VAPE 150 AL,FUMAKILLA INDONESIA,Repelen,06080120227356,2022-06-27,2027-06-27
7006,CHLORPYRIFOS 94 TC,DELTA GIRI WACANA,Insektisida,0420241329,2024-11-18,2029-11-18
7007,ALPASO 20 WG,AGRO SENTOSA RAYA,Herbisida,01030120259159,2026-01-20,2031-01-20
7008,TEXXIM 20 WP,DALZON CHEMICALS INDONESIA,Fungisida,01020120175876,2022-12-05,2027-12-05
7009,"2,4-D 97 TC",NUFARM INDONESIA,Herbisida,0420241295,2024-09-19,2029-09-19
7010,CHLORANLIER 200 SC,AGRO JAYA INDONESIA,Insektisida,01010120248464,2024-11-18,2029-11-18
7011,BLONDE 480 SL,EUREEKAGREAT NUSANTARA,Herbisida,01030120238106,2024-03-05,2029-03-05
7012,MARBOFID 2 WP,SAFE CHEMICAL INDONESIA,Insektisida,01010120134596,2023-04-26,2028-04-26
7013,Supergib 10 TB,GRAHA AGRO,Zat Pengatur Tumbuh Tanaman,01040120237938,2023-08-28,2028-08-28
7014,FASCINATE-FLASH 140/50 EW,CATUR AGRODAYA MANDIRI,Herbisida,01030120217045,2025-11-13,2030-11-13
7015,NUSATRIN 80 WP,MESTIKA NUSANTARA AGROKIMIA,Herbisida,01030120269612,2026-07-16,2031-07-16
7016,KLENSECT 200 EC,DELTA GIRI WACANA,Insektisida,01010120031831,2022-10-04,2027-10-04
7017,SIDAMEC 20 EC,PETROSIDA GRESIK,Insektisida,01010120042317,2025-09-26,2030-09-26
7018,OLYSET PLUS 2 LN,GIGA PUTRA TANI,Pestisida Pengendalian Vektor Penyakit Pada Manusia,06090120186137,2024-03-05,2029-03-05
7019,ENTOMOBAC WP,PRIMA AGRO TECH,Insektisida,01010120186029,2023-04-26,2028-04-26
7020,GEMILANG 110 EC,SARI KRESNA KIMIA,Insektisida,01010120114047,2025-09-26,2030-09-26
7021,COPID 77 WP,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Fungisida,01020120227632,2023-02-08,2028-02-08
7022,"MAXIDA 12,5 PA",CROPLINK AGRIKULTUR TEKNOLOGI,Zat Pengatur Tumbuh Tanaman,01040120206946,2025-11-13,2030-11-13
7023,ROACHTY 0.05 BB,ETOS INDONUSA,Pestisida Rumah Tangga,06080120227699,2023-02-08,2028-02-08
7024,ET-PROKLIN 50 EC,ETONG CHEMICAL INDONESIA,Insektisida,01010120237875,2023-08-28,2028-08-28
7025,FIERY 50 EC,PUSRI AGRO LESTARI,Insektisida,01010120134772,2024-11-18,2029-11-18
7026,SELTIMA PLUS 75/150 ZC,BASF INDONESIA,Fungisida,01020120217219,2021-11-18,2026-11-18
7027,CONSENTO 75/375 SC,NATHANI INDONESIA,Fungisida,01020120114038,2026-01-20,2031-01-20
7028,HIT 0.597 MV,GODREJ CONSUMER PRODUCTS INDONESIA,Pestisida Rumah Tangga,06080120227310,2022-06-27,2027-06-27
7029,GREEN MASCOT 40 SL,BOMA SAKTI TANI,Zat Pengatur Tumbuh Tanaman,01040120165444,2026-01-20,2031-01-20
7030,NICLOSAN 250 EC,RABANA AGRO RESOURCES,Moluskisida,01050120093358,2023-04-26,2028-04-26
7031,ORONDIS VIP 30/180 DC,SYNGENTA INDONESIA,Fungisida,01020120259255,2026-01-20,2031-01-20
7032,NIKKO 45/235 OD,AGRO SEJAHTERA INDONESIA,Herbisida,01030120206849,2024-11-18,2029-11-18
7033,INTERPRID 25 WP,UNI AGRO CHEMICA,Insektisida,01010120072945,2023-04-26,2028-04-26
7034,HAITEK 160 SL,DALZON CHEMICALS INDONESIA,Herbisida,01030120083123,2023-04-26,2028-04-26
7035,FORASEFAT 75 SP,FORAGRO MITRA SEJATI,Insektisida,01010120238129,2024-03-05,2029-03-05
7036,GLUFOSINATE AMMONIUM 95 TC,TRIDA KIMIA SAKTI,Herbisida,0420251396,2025-09-26,2030-09-26
7037,BARREN 80 WP,DELTA GIRI WACANA,Herbisida,01030120134548,2023-02-08,2028-02-08
7038,KOEDAZEB 83 WP,TAPAL KOEDA INDONESIA,Fungisida,01020120155132,2024-11-18,2029-11-18
7039,CRIPTAN 250 EC,DELTA GIRI WACANA,Moluskisida,01050120072933,2026-04-20,2031-04-20
7040,"RICESOLO 60/7,5 DF",UPL INDONESIA,Herbisida,01030120155318,2026-01-20,2031-01-20
7041,BABAT KUAT 276 SL*,MESTIKA NUSANTARA AGROKIMIA,Herbisida,01030120237966,2024-03-04,2029-03-04
7042,ALIPI 106/141 SC,ADVANSIA INDOTANI,Insektisida,01010120155289,2025-11-13,2030-11-13
7043,HEROLE PLUS 100/20 SC,RAINBOW AGROSCIENCES,Insektisida,01010120237887,2023-08-28,2028-08-28
7044,TSUBAME 18 EC,ARYSTA LIFESCIENCE TIRTA,Insektisida,01010120031811,2023-08-28,2028-08-28
7045,MAZOTAM 200 SC,ALBAUGH AGRO INDONESIA,Insektisida,01010120144994,2024-09-19,2029-09-19
7046,PRIMAXONE ULTRA 276 SL*,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Herbisida,01030120124501,2026-07-16,2031-07-16
7047,GLYPHOSATE MONOAMMONIUM 38 TC,KENSO INDONESIA,Herbisida,042019695,2024-08-09,2029-08-09
